Gender,Age,Partner,Dependents,Tenure,Contract Type,Payment Method,Internet Service,Phone Service,Multiple Lines,TV,Streaming,Monthly Charges,Total Charges,Churn
Male,70,Yes,No,61,One year,Bank transfer,No,Yes,No,Yes,No,35.12,2107.51,No
Male,37,No,Yes,66,Two year,Electronic check,DSL,Yes,Yes,No,No,58.76,3902.03,No
Male,35,Yes,No,13,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,76.97,1002.23,Yes
Female,77,No,No,57,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,72.77,4171.94,No
Male,49,No,No,40,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,70.34,2835.87,Yes
Female,56,Yes,Yes,21,Two year,Electronic check,Fiber optic,Yes,Yes,No,No,70.94,1473.43,No
Male,33,No,No,48,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,73.64,3529.43,No
Male,35,No,No,68,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,45.21,3043.5,No
Female,63,Yes,No,33,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,70.54,2352.31,No
Female,45,No,No,2,One year,Bank transfer,Fiber optic,Yes,Yes,No,No,66.58,139.64,No
Female,27,No,No,60,One year,Electronic check,No,Yes,No,Yes,No,30.04,1806.15,No
Male,69,Yes,No,13,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,66.43,858.02,No
Male,42,No,No,13,Month-to-month,Mailed check,No,Yes,No,Yes,Yes,43.34,544.03,No
Male,59,No,No,44,One year,Electronic check,No,Yes,No,No,No,24.08,1085.07,No
Female,39,Yes,Yes,57,Month-to-month,Electronic check,No,No,No,No,No,25.34,1484.54,No
Female,52,Yes,Yes,57,One year,Electronic check,DSL,Yes,Yes,No,No,60.45,3472.15,No
Male,66,No,No,62,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,79.57,4929.76,Yes
Female,72,No,Yes,63,Two year,Bank transfer,No,Yes,Yes,Yes,No,40.87,2582.53,No
Male,30,Yes,Yes,9,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,69.66,648.37,Yes
Female,59,Yes,No,21,One year,Electronic check,Fiber optic,Yes,No,No,Yes,70.5,1482.34,No
Female,74,Yes,No,51,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,75.28,3877.97,Yes
Female,57,No,Yes,28,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,53.68,1527.93,No
Male,26,No,Yes,51,One year,Electronic check,No,Yes,No,Yes,Yes,37.81,1984.08,No
Female,29,Yes,No,32,One year,Bank transfer,No,Yes,Yes,Yes,No,45.91,1473.04,No
Male,30,No,No,32,One year,Electronic check,DSL,Yes,No,No,No,47.38,1467.93,No
Female,24,No,No,1,One year,Credit card,DSL,Yes,Yes,No,Yes,58.12,59.55,No
Male,64,Yes,No,43,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,80.77,3465.43,No
Female,77,Yes,Yes,62,Two year,Credit card,DSL,Yes,No,Yes,Yes,58.4,3624.04,No
Male,50,No,No,58,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,88.73,5181.98,Yes
Male,55,Yes,Yes,24,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,83.28,1987.97,No
Female,65,Yes,No,48,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,92.41,4419.19,No
Female,43,No,Yes,14,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,79.57,1101.03,No
Male,47,No,Yes,45,One year,Mailed check,DSL,Yes,No,Yes,No,59.82,2734.78,No
Female,54,Yes,Yes,29,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,75.88,2191.4,Yes
Male,36,No,No,66,Month-to-month,Credit card,No,Yes,Yes,No,No,27.17,1798.56,Yes
Male,21,No,Yes,51,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,70.04,3608.85,No
Male,53,Yes,Yes,5,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,76.77,397.11,No
Male,68,Yes,Yes,62,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,87.55,5382.78,Yes
Male,22,No,No,52,Month-to-month,Credit card,DSL,No,No,No,No,40.33,2087.36,No
Male,31,No,No,15,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,75.35,1117.24,No
Male,34,Yes,No,20,Month-to-month,Electronic check,No,Yes,No,Yes,No,34.49,654.92,No
Male,67,No,No,12,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,66.22,785.1,Yes
Male,49,No,No,22,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,88.45,1891.35,Yes
Female,51,No,No,67,Month-to-month,Electronic check,DSL,Yes,No,No,No,51.04,3426.36,No
Female,58,No,Yes,64,Two year,Mailed check,Fiber optic,Yes,No,No,Yes,69.88,4472.44,No
Male,35,Yes,No,39,One year,Electronic check,Fiber optic,No,No,No,No,69.72,2705.09,No
Male,62,Yes,No,26,Month-to-month,Mailed check,No,No,No,Yes,Yes,31.64,786.37,No
Female,19,Yes,Yes,26,Month-to-month,Electronic check,DSL,No,No,Yes,No,50.95,1352.62,Yes
Female,25,No,No,68,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,76.07,5161.08,No
Female,68,No,Yes,14,Month-to-month,Bank transfer,No,Yes,No,No,Yes,36.32,530.38,No
Female,58,No,No,54,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,72.71,3923.9,Yes
Female,28,Yes,No,71,Two year,Electronic check,Fiber optic,Yes,No,Yes,Yes,88.09,6283.7,No
Female,45,No,No,61,One year,Electronic check,DSL,Yes,Yes,No,Yes,52.13,3191.74,No
Male,21,Yes,Yes,51,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,72.48,3698.88,No
Male,59,Yes,No,64,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,88.16,5625.44,No
Male,64,Yes,No,15,One year,Bank transfer,DSL,Yes,No,Yes,Yes,61.37,946.59,No
Male,35,No,Yes,70,Two year,Credit card,Fiber optic,No,No,No,Yes,70.98,4964.37,No
Female,39,Yes,No,6,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,81.73,474.08,No
Female,32,No,No,0,Two year,Credit card,Fiber optic,Yes,No,Yes,No,73.98,0.0,Yes
Female,42,No,No,14,Month-to-month,Bank transfer,No,Yes,No,Yes,No,29.32,409.6,No
Male,34,No,No,43,One year,Electronic check,Fiber optic,Yes,No,No,No,70.55,3051.07,No
Male,33,Yes,Yes,17,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,69.37,1141.62,Yes
Male,44,No,Yes,45,One year,Electronic check,Fiber optic,Yes,No,Yes,No,83.04,3784.37,No
Female,71,No,Yes,7,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,73.65,524.82,Yes
Male,65,Yes,Yes,50,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,73.47,3672.95,Yes
Male,36,No,No,16,One year,Electronic check,DSL,Yes,No,Yes,Yes,62.3,1005.73,No
Female,76,No,No,37,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,No,84.45,3093.85,Yes
Female,31,Yes,No,8,One year,Electronic check,Fiber optic,No,No,No,Yes,71.19,572.02,Yes
Female,74,Yes,No,69,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,76.13,5266.02,Yes
Male,37,Yes,No,27,One year,Credit card,Fiber optic,No,No,No,No,56.45,1518.14,No
Male,51,Yes,Yes,43,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,No,61.32,2647.07,No
Male,30,No,No,35,One year,Electronic check,Fiber optic,Yes,No,No,No,70.21,2473.28,Yes
Male,65,Yes,No,42,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,58.56,2444.8,Yes
Female,37,Yes,No,32,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,84.02,2713.56,No
Male,72,Yes,No,5,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,66.18,329.7,Yes
Male,23,Yes,No,59,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,70.03,4169.73,No
Female,49,Yes,Yes,46,One year,Credit card,No,Yes,No,No,Yes,30.23,1416.98,No
Male,27,No,No,18,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,78.54,1421.8,No
Male,73,Yes,No,6,One year,Bank transfer,DSL,Yes,No,Yes,No,69.53,400.96,Yes
Male,43,Yes,No,63,Month-to-month,Electronic check,No,Yes,Yes,No,No,32.67,2055.8,No
Male,59,No,No,23,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,82.59,1919.64,Yes
Male,72,No,No,65,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,76.91,4988.25,No
Female,51,Yes,No,55,One year,Electronic check,DSL,Yes,No,No,No,56.36,3108.2,No
Female,21,Yes,No,69,Two year,Credit card,No,Yes,No,No,No,21.93,1523.87,No
Male,31,Yes,No,47,Two year,Bank transfer,DSL,Yes,Yes,Yes,Yes,66.19,3108.91,No
Male,31,Yes,No,13,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,86.71,1110.81,Yes
Male,74,Yes,Yes,2,Month-to-month,Bank transfer,No,Yes,Yes,Yes,Yes,40.48,112.91,No
Female,74,No,No,17,Two year,Electronic check,No,Yes,Yes,Yes,Yes,38.36,661.66,No
Female,47,No,No,31,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,74.35,2298.89,Yes
Female,73,Yes,Yes,44,One year,Mailed check,DSL,Yes,Yes,No,No,54.91,2400.17,No
Male,33,No,No,64,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,82.56,5301.64,No
Male,60,Yes,Yes,10,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,28.65,285.07,Yes
Male,42,Yes,Yes,45,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,80.05,3621.85,Yes
Male,32,Yes,No,6,Two year,Credit card,No,Yes,No,No,Yes,31.73,171.94,No
Male,33,Yes,Yes,34,One year,Electronic check,DSL,Yes,Yes,No,Yes,53.05,1809.64,No
Female,44,No,No,5,Two year,Electronic check,No,Yes,Yes,Yes,No,38.24,181.63,No
Male,39,Yes,No,26,One year,Credit card,DSL,Yes,No,No,Yes,56.46,1502.91,No
Female,31,No,Yes,43,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,72.31,3116.58,Yes
Female,38,Yes,Yes,53,Two year,Electronic check,No,No,No,Yes,Yes,32.59,1707.27,No
Female,25,No,No,57,One year,Bank transfer,Fiber optic,Yes,No,Yes,No,80.68,4617.25,No
Male,78,No,Yes,37,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,No,85.89,3202.6,Yes
Female,41,Yes,No,18,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,81.7,1463.82,No
Male,24,Yes,No,65,Month-to-month,Mailed check,No,Yes,No,No,Yes,41.53,2683.29,No
Male,53,No,No,67,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,65.58,4349.6,No
Male,72,Yes,No,69,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,67.76,4697.23,No
Male,40,Yes,No,57,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,76.49,4324.66,No
Female,70,No,Yes,56,Two year,Mailed check,No,Yes,No,No,No,30.66,1715.76,No
Female,55,Yes,No,5,Month-to-month,Mailed check,No,Yes,No,Yes,No,29.16,111.28,No
Female,63,Yes,No,41,Two year,Bank transfer,Fiber optic,Yes,Yes,No,No,76.73,3182.11,No
Male,36,Yes,No,29,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,67.78,1992.31,Yes
Male,20,Yes,Yes,18,Two year,Bank transfer,Fiber optic,No,No,Yes,No,70.53,1275.56,No
Female,39,Yes,Yes,4,One year,Electronic check,Fiber optic,Yes,Yes,No,No,66.01,285.0,No
Male,75,Yes,No,15,One year,Credit card,DSL,Yes,Yes,No,Yes,58.57,875.89,No
Female,67,Yes,Yes,65,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,80.3,5203.28,Yes
Female,66,Yes,No,65,One year,Credit card,DSL,Yes,Yes,No,No,53.14,3420.75,No
Female,72,Yes,No,53,Two year,Mailed check,Fiber optic,Yes,Yes,No,No,75.34,4008.62,No
Female,41,No,No,7,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,69.75,468.06,No
Male,37,No,No,49,Two year,Electronic check,No,Yes,Yes,No,No,26.4,1344.12,No
Male,75,Yes,Yes,9,Month-to-month,Credit card,DSL,No,No,No,Yes,53.1,455.63,No
Male,53,Yes,No,49,Month-to-month,Credit card,No,No,No,No,Yes,26.76,1331.7,No
Male,36,No,No,2,One year,Bank transfer,No,Yes,No,Yes,No,39.74,105.0,No
Male,35,Yes,Yes,20,One year,Electronic check,Fiber optic,Yes,No,Yes,No,74.57,1464.67,Yes
Female,72,Yes,No,8,Two year,Mailed check,Fiber optic,Yes,No,Yes,Yes,87.69,692.5,No
Male,21,No,No,67,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,86.3,5777.58,No
Female,21,Yes,Yes,40,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,45.06,1871.9,Yes
Female,63,No,No,66,Month-to-month,Electronic check,Fiber optic,No,No,No,No,65.44,4313.89,No
Female,18,No,Yes,1,Two year,Credit card,Fiber optic,Yes,No,Yes,Yes,84.57,61.8,No
Male,28,No,No,53,Two year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,77.54,4119.35,No
Female,79,Yes,No,34,Two year,Electronic check,No,Yes,Yes,No,No,36.87,1232.69,No
Male,44,Yes,No,33,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,83.43,2751.8,Yes
Male,63,Yes,No,62,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,73.19,4528.49,No
Male,48,No,Yes,3,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,61.18,193.89,No
Male,23,No,No,67,Two year,Electronic check,No,Yes,No,Yes,No,36.72,2448.97,No
Male,29,No,Yes,2,One year,Electronic check,No,Yes,No,Yes,No,33.73,53.54,No
Male,65,Yes,No,26,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,66.51,1750.83,Yes
Female,23,No,Yes,9,One year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,75.24,682.93,No
Male,54,Yes,Yes,37,One year,Bank transfer,Fiber optic,Yes,No,No,No,72.64,2688.22,No
Male,39,No,Yes,42,Month-to-month,Mailed check,DSL,Yes,Yes,No,No,55.53,2293.94,No
Female,40,Yes,Yes,46,Month-to-month,Credit card,No,Yes,Yes,No,No,26.57,1234.8,No
Female,77,Yes,Yes,57,One year,Credit card,Fiber optic,Yes,No,Yes,Yes,91.58,5210.58,No
Female,55,Yes,Yes,54,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,85.47,4620.79,No
Male,56,No,No,68,One year,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,95.41,6450.86,No
Female,39,Yes,No,32,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,85.43,2739.28,No
Female,41,Yes,Yes,12,One year,Electronic check,DSL,Yes,No,No,No,49.92,602.91,Yes
Male,60,Yes,No,11,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,70.33,768.99,Yes
Male,20,Yes,No,19,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,58.39,1091.65,Yes
Female,32,No,No,43,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,56.43,2449.63,Yes
Male,55,Yes,Yes,3,Month-to-month,Credit card,DSL,Yes,No,No,No,46.85,125.62,No
Male,56,Yes,No,68,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,75.1,5124.72,No
Female,23,No,No,71,Month-to-month,Electronic check,No,Yes,No,No,No,19.22,1385.75,No
Female,66,Yes,Yes,11,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,Yes,71.57,770.65,No
Female,51,Yes,No,56,One year,Credit card,Fiber optic,No,No,Yes,No,81.14,4558.89,No
Female,32,Yes,No,42,Month-to-month,Electronic check,Fiber optic,No,No,No,No,76.91,3221.62,Yes
Female,64,Yes,No,34,Month-to-month,Electronic check,No,Yes,Yes,Yes,Yes,44.24,1516.97,No
Male,79,Yes,No,52,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,76.14,3940.66,Yes
Male,44,Yes,No,41,One year,Bank transfer,No,Yes,No,No,Yes,31.82,1302.12,No
Female,35,Yes,No,23,Two year,Bank transfer,Fiber optic,Yes,Yes,No,No,79.81,1837.08,No
Male,36,No,Yes,40,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,91.72,3668.27,Yes
Male,54,No,Yes,9,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,83.8,761.8,Yes
Female,20,No,No,18,Two year,Bank transfer,Fiber optic,Yes,No,No,No,76.02,1352.13,No
Female,47,Yes,Yes,70,One year,Electronic check,Fiber optic,Yes,No,No,Yes,77.81,5435.52,No
Male,19,Yes,No,13,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,74.32,980.47,No
Male,20,No,Yes,43,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,79.23,3398.51,No
Female,44,No,No,21,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,78.52,1638.88,Yes
Male,64,Yes,No,33,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,84.61,2775.24,Yes
Female,72,Yes,No,17,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,75.47,1273.72,Yes
Female,23,Yes,No,40,Two year,Electronic check,DSL,Yes,No,No,Yes,61.69,2446.92,No
Female,33,Yes,No,40,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,80.57,3237.37,No
Male,44,Yes,No,44,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,78.45,3442.83,No
Female,53,Yes,No,22,Two year,Credit card,DSL,Yes,Yes,No,No,49.27,1062.2,No
Male,79,No,No,41,One year,Electronic check,No,Yes,No,No,No,19.44,793.12,No
Female,60,No,Yes,52,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,Yes,59.78,3080.56,No
Male,51,No,No,51,Two year,Electronic check,DSL,Yes,No,No,No,46.73,2366.05,No
Male,21,Yes,No,40,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,69.11,2791.55,No
Female,23,No,No,21,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,No,67.3,1391.55,No
Male,27,No,No,38,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,85.12,3231.74,Yes
Female,58,Yes,No,38,Month-to-month,Mailed check,DSL,Yes,Yes,No,No,53.98,2095.46,Yes
Female,38,No,No,68,Two year,Bank transfer,DSL,Yes,No,No,No,40.63,2767.89,No
Male,32,No,No,27,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,82.48,2216.65,Yes
Male,59,No,No,23,Two year,Mailed check,Fiber optic,Yes,Yes,Yes,No,72.77,1634.02,No
Female,68,Yes,No,53,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,81.37,4315.74,Yes
Male,45,No,Yes,45,Two year,Electronic check,DSL,Yes,No,Yes,Yes,69.51,3112.48,No
Male,72,Yes,No,30,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,78.25,2358.79,Yes
Male,63,Yes,Yes,0,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,81.08,0.0,No
Male,62,Yes,Yes,50,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,62.07,3109.09,No
Female,71,Yes,Yes,53,Two year,Electronic check,Fiber optic,Yes,No,Yes,Yes,85.55,4562.96,No
Male,29,Yes,No,66,Two year,Mailed check,Fiber optic,Yes,No,No,No,69.28,4585.61,No
Female,65,Yes,Yes,36,One year,Electronic check,No,Yes,No,Yes,Yes,33.36,1174.46,No
Male,77,No,Yes,37,Month-to-month,Credit card,No,Yes,No,Yes,No,31.22,1157.09,No
Female,79,Yes,Yes,15,One year,Bank transfer,Fiber optic,Yes,No,No,No,65.02,994.53,No
Male,53,No,No,33,One year,Electronic check,DSL,No,No,No,Yes,46.97,1519.51,No
Male,64,Yes,No,0,One year,Mailed check,Fiber optic,Yes,No,No,Yes,73.34,33.74,No
Female,73,No,No,36,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,78.19,2817.74,No
Male,70,No,No,50,Two year,Electronic check,No,Yes,No,No,Yes,36.9,1856.37,No
Male,73,No,Yes,56,Two year,Credit card,Fiber optic,Yes,Yes,Yes,Yes,89.1,4982.44,No
Female,69,No,No,47,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,Yes,73.8,3469.73,No
Male,41,No,Yes,57,Month-to-month,Electronic check,No,Yes,Yes,No,No,32.01,1806.67,No
Male,63,Yes,No,47,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,82.49,3908.17,No
Male,43,Yes,No,56,One year,Credit card,DSL,Yes,No,No,Yes,60.97,3450.24,No
Female,67,Yes,No,31,Two year,Mailed check,Fiber optic,Yes,Yes,Yes,No,81.75,2577.31,No
Female,68,Yes,Yes,43,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,71.53,3040.27,No
Female,75,Yes,Yes,46,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,82.45,3799.35,No
Female,54,Yes,No,41,Month-to-month,Bank transfer,No,Yes,Yes,No,No,27.9,1152.51,No
Male,47,No,No,41,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,58.6,2388.66,No
Male,28,No,No,56,Two year,Credit card,DSL,Yes,Yes,No,No,63.09,3540.23,No
Male,57,No,No,17,One year,Mailed check,DSL,Yes,No,Yes,No,54.84,903.56,No
Male,53,No,No,22,Month-to-month,Electronic check,No,Yes,Yes,No,No,34.44,787.08,Yes
Male,49,Yes,Yes,37,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,54.18,1974.12,No
Female,59,Yes,No,46,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,73.5,3386.07,No
Female,70,No,Yes,37,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,87.09,3238.19,No
Female,27,No,No,14,One year,Electronic check,No,Yes,No,Yes,No,27.9,378.55,No
Female,44,Yes,No,59,Month-to-month,Mailed check,DSL,Yes,No,No,Yes,53.68,3194.44,No
Female,62,Yes,No,39,Month-to-month,Credit card,DSL,Yes,Yes,Yes,Yes,70.52,2713.6,Yes
Male,68,Yes,No,31,Two year,Electronic check,No,Yes,Yes,No,No,26.32,815.24,No
Female,66,Yes,Yes,63,Two year,Electronic check,Fiber optic,Yes,No,Yes,Yes,80.17,5017.24,No
Female,67,Yes,No,31,One year,Credit card,DSL,Yes,No,No,Yes,61.49,1890.69,No
Male,71,Yes,No,11,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,64.89,703.96,No
Male,77,No,No,70,Two year,Bank transfer,No,Yes,No,Yes,No,34.66,2414.83,No
Female,55,No,No,27,One year,Mailed check,No,Yes,No,No,Yes,37.47,1037.0,No
Male,33,Yes,No,64,Two year,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,95.73,6103.21,No
Female,52,No,Yes,37,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,76.57,2801.99,No
Female,61,No,No,17,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,69.46,1172.25,No
Male,24,Yes,No,27,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,Yes,59.62,1611.88,No
Male,64,No,Yes,65,Two year,Electronic check,No,Yes,Yes,No,No,41.63,2716.03,No
Male,51,Yes,No,68,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,85.75,5854.33,No
Male,76,No,No,9,Month-to-month,Electronic check,DSL,No,No,No,No,49.87,405.79,Yes
Male,31,Yes,Yes,71,Two year,Bank transfer,Fiber optic,No,No,Yes,No,69.86,4994.15,No
Female,74,No,Yes,61,Two year,Mailed check,DSL,Yes,No,No,Yes,55.22,3352.23,No
Male,45,No,No,46,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,93.5,4295.29,No
Male,53,Yes,No,13,One year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,82.58,1073.95,No
Male,58,Yes,Yes,42,One year,Electronic check,Fiber optic,No,No,Yes,Yes,88.39,3668.92,Yes
Female,53,Yes,Yes,30,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,68.83,2056.19,No
Male,74,No,Yes,8,One year,Credit card,DSL,Yes,No,Yes,Yes,63.91,531.12,No
Male,28,No,Yes,70,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,83.57,5862.23,Yes
Female,63,Yes,No,43,Two year,Mailed check,Fiber optic,No,No,Yes,Yes,83.33,3573.11,No
Male,78,No,Yes,6,Two year,Electronic check,Fiber optic,No,No,Yes,Yes,82.1,496.84,No
Male,31,Yes,Yes,24,Two year,Credit card,DSL,Yes,Yes,Yes,No,54.38,1314.46,No
Male,33,Yes,Yes,60,One year,Electronic check,No,Yes,Yes,No,No,23.29,1392.03,No
Male,47,Yes,No,31,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,58.71,1829.8,No
Male,62,Yes,No,35,Month-to-month,Credit card,DSL,Yes,Yes,No,No,45.28,1568.91,No
Female,77,Yes,No,10,One year,Bank transfer,DSL,Yes,No,Yes,Yes,60.57,586.79,No
Male,67,Yes,No,7,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,73.19,506.37,Yes
Male,67,Yes,No,70,One year,Bank transfer,DSL,Yes,No,No,Yes,53.12,3670.08,No
Male,45,No,No,68,Month-to-month,Bank transfer,DSL,Yes,No,Yes,Yes,66.15,4511.82,No
Female,58,Yes,No,6,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,69.55,418.97,Yes
Female,31,No,No,39,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,84.06,3273.86,Yes
Male,46,No,Yes,49,One year,Bank transfer,DSL,No,No,Yes,No,49.18,2425.63,Yes
Male,29,No,No,63,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,76.39,4820.28,No
Male,19,Yes,No,40,One year,Credit card,Fiber optic,No,No,No,Yes,73.92,2978.1,No
Male,71,No,No,62,Month-to-month,Mailed check,DSL,Yes,No,No,No,51.24,3208.27,No
Male,67,Yes,Yes,8,One year,Bank transfer,DSL,Yes,Yes,Yes,No,61.27,496.81,Yes
Male,49,Yes,No,1,One year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,75.46,61.07,No
Female,18,Yes,No,33,One year,Electronic check,No,Yes,Yes,No,Yes,32.18,1076.38,Yes
Male,23,Yes,Yes,19,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,60.0,1125.6,No
Male,24,No,Yes,54,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,73.82,3970.9,No
Male,62,No,Yes,24,Month-to-month,Bank transfer,No,Yes,Yes,Yes,Yes,39.9,951.79,No
Female,30,No,No,29,One year,Electronic check,Fiber optic,Yes,Yes,Yes,No,83.74,2451.71,Yes
Female,33,Yes,No,38,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,73.98,2826.41,No
Male,71,No,No,69,Two year,Electronic check,No,Yes,Yes,No,Yes,38.93,2703.85,No
Male,72,No,No,5,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,76.7,385.96,No
Female,65,Yes,No,39,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,72.74,2848.35,Yes
Female,37,Yes,No,28,Two year,Mailed check,Fiber optic,Yes,No,No,No,69.84,1967.65,No
